"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","팩스번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도","담당자이메일","도서관 소개","설립연도","회원가입요건","대출안내","교통편","층별 설명"
"451","신대방1동작은도서관","0004","동작구","서울특별시 동작구 신대방길 72 (신대방동) 신대방1동주민센터 주민센터 내","02-820-2811","849-2343","http://lib.dongjak.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","매주 토요일 일요일","작은도서관","37.50552251","126.9331587","","","20010101","","","",""
"452","신대방2동작은도서관","0004","동작구","서울특별시 동작구 여의대방로24길 106 (신대방동) 신대방2동주민센터 2층 층","02-820-2826","","http://lib.dongjak.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","매주 토요일 일요일","작은도서관","37.50622213","126.9343255","","","20010101","","","",""
"456","신상도문고","0004","동작구","서울특별시 동작구 양녕로20길 108 신상도교회 3층","02-826-7712","813-7712","http://lib.dongjak.go.kr/","평일 : 월~금 : 12:00~20:00 주말 : 토 : 12:00~17:00","일요일","작은도서관","37.49701112","126.9452223","","","20070309","","","",""
"1980","아트앤힐링작은도서관","0004","동작구","서울특별시 동작구 상도로62길 61 지하1층","02-597-6630","","http://lib.dongjak.go.kr/","평일 : 월~금 : 10:00~17:00","토요일 일요일","작은도서관","37.50387013","126.93848","","","","","","",""
"2485","애스톤파크작은도서관","0004","동작구","서울특별시 동작구 상도로346-2 ","02-827-0388","","http://lib.dongjak.go.kr/","평일 : 월~금 : 13:00~17:00","토요일 일요일","작은도서관","37.4975753","126.9498544","","","","","","",""
"2140","약수도서관","0004","동작구","서울특별시 동작구 양녕로22바길 64(상도동)","02-823-1907","","http://lib.dongjak.go.kr","평일 : 09:00~18:00 주말 : 09:00?17:00","매주 월요일 법정공휴일","공공도서관","37.4978869","126.9474565","","","","","","",""
"2676","양문작은도서관","0004","동작구","서울특별시 동작구 시흥대로646 1층","02-6238-6860","","http://lib.dongjak.go.kr/","평일 : 화~금 : 11:00~17:00 토~일 : 09:00~15:00","월요일","작은도서관","37.4893843599148","126.907213384594","","","","","","",""
"2486","양문작은도서관","0004","동작구","서울특별시 동작구 시흥대로646 1층","02-834-6860","","http://lib.dongjak.go.kr/","평일 : 화~토 : 11:00~17:00","월요일 일요일","작은도서관","37.4894807","126.9051387","","","","","","",""
"2046","열림카페속작은도서관","0004","동작구","서울특별시 동작구 여의대방로 44길 22 열림교회1층 ","070-7432-7787","","https://blog.naver.com/yulimsmalllibrary","평일 : 월~금 : 10:00~18:00 주말 : 토 : 10:00~18:00","일요일","작은도서관","37.50840148","126.9264682","","","","","","",""
"2487","오손도손우리동네작은도서관","0004","동작구","서울특별시 동작구 양녕로 266 2층","02-822-1017","","http://lib.dongjak.go.kr/","평일 : 화~금 : 10:00~18:00 주말 : 토 : 10:00~18:00","월요일 일요일","작은도서관","37.5033678","126.9464664","","","","","","",""
"454","주님의숲작은도서관","0004","동작구","서울특별시 동작구 사당로17길 31 (사당동) 사당중앙교회 1층 ","02-534-2940","534-2937","http://scmc.onmam.com","평일 : 화~금 : 09:00~18:00 주말 : 토: 09:00~18:00","월요일 일요일","작은도서관","37.49217125","126.9824604","","","20050404","","","",""
"1725","중소기업연구원자료실","0004","동작구","서울특별시 동작구 신대방1가길 77","02-707-9873","","http://library.kosbi.re.kr","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","","37.48678099","126.9060992","","","","","","",""
"1724","중앙대학교병원의학정보실","0004","동작구","서울특별시 동작구 흑석로 102 중앙대학교병원 본관 B2","02-6299-2796","","","평일 : 03:30~17:30 주말 :","일요일 월요일 법정공휴일","","37.50715267","126.9603489","","","","","","",""
"457","지혜문고","0004","동작구","서울특별시 동작구 장승배기로 19길 50 노량진2동어린이집","02-824-5377","","http://lib.dongjak.go.kr/","평일 : 월~금 : 13:00~18:00","토요일 일요일","작은도서관","37.50828965","126.9371924","","","20070509","","","",""
"1879","지혜샘터작은도서관","0004","동작구","서울특별시 동작구 상도로34길 34 (상도동) 1층 ","070-8245-6963","","https://blog.naver.com/o_o-b","평일 : 화~금 : 10:00~18:00 주말 : 토 : 10:00~18:00","월요일 일요일","작은도서관","37.50856136","126.9529989","","","","","","",""
"1525","푸른도서관","0004","동작구","서울특별시 송파구 위례광장로 185 2층 ","409-9280","","http://www.wrsp.co.kr/residentOrg/page.apt?codeSeq=204","평일 : 10:00~17:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.50108096","126.9336234","","","20141001","","","",""
"453","하늘사다리문고","0004","동작구","서울특별시 동작구 현충로 119 B상가 207호 (명수대현대아파트) ","070-4070-7551","","http://lib.dongjak.go.kr/","평일 : 월~금 : 13:00~17:00 주말 : 일 : 12:00~14:00","토요일","작은도서관","37.50853305","126.9663286","","","20040825","","","",""
"1881","하늘숲작은도서관","0004","동작구","서울특별시 동작구 알마타길 21-42 대방교회 ","02-815-5640","","http://lib.dongjak.go.kr/","평일 : 월~목 : 13:30~16:00 주말 : 토 : 13:00~18:00","금요일 일요일","작은도서관","37.51179815","126.9278071","","","","","","",""
"468","한숲문고","0004","동작구","서울특별시 동작구 알마타길 37 대방1차e-편한세상 관리사무소 2층","02-813-4262","813-4263","http://lib.dongjak.go.kr/","평일 : 월~금 : 19:00~21:00","토요일 일요일","작은도서관","37.51221716","126.9291808","","","20050305","","","",""
"455","행복한래미안작은도서관","0004","동작구","서울특별시 동작구 상도로53길 8 (래미안상도3차아파트) 관리사무소 ","02-822-3720","","http://lib.dongjak.go.kr/","평일 : 월~금 : 10:00~17:00 주말 : 일 : 14:00~17:00","토요일","작은도서관","37.50013243","126.9557248","","","20060511","","","",""
"458","헤브론문고","0004","동작구","서울특별시 동작구 상도로 217-10 헤브론교회 1층","02-824-0186","824-0186","http://hebron.or.kr/","평일 : 월~금 : 09:00~18:00 주말 : 토 : 09:00~18:00","일요일","작은도서관","37.50632109","126.9426084","","","20071129","","","",""
"444","흑석동작은도서관","0004","동작구","서울특별시 동작구 흑석한강로 11 (흑석동) 흑석동주민센터 2층","02-820-2561","817-4676","http://lib.dongjak.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","매주 토요일 일요일","작은도서관","37.50578061","126.966594299999","","","20010101","","","",""
"2711","가좌행복작은도서관","0011","마포구","서울특별시 마포구 성암로 28","02-302-9472","","","평일: 13:00 ~ 17:00 ","매주 토 일요일 및 법정공휴일","공공도서관","37.5691535548616","126.913300690329","","","","","","",""
"2680","가좌행복작은도서관","0011","마포구","서울시 마포구 성암로 28","02-302-9472","","","평일: 13:00 ~ 17:00 ","매주 토 일요일 및 법정공휴일","작은도서관","37.5691535548616","126.913300690329","","","","","","",""
"1476","공덕동문고(마실길북카페)","0011","마포구","서울특별시 마포구 만리재옛길 84 공덕동주민센터 ","02-3153-6516","","http://lib.mapo.go.kr/","평일 : 10:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.55016941","126.9600304","","","20130327","","","",""
"1885","꿈나래어린이영어도서관","0011","마포구","서울특별시 마포구 월드컵로13길 80(망원동) 2층","02-323-1840","","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00 주말 : 토요일:10:00~18:00","매주 일요일 및 법정공휴일","작은도서관","37.55522747","126.9056816","","","","","","",""
"1626","꿈빛도서관","0011","마포구","서울특별시 마포구 희우정로 109 화평교회 3층 ","02-335-0911","","http://www.hwapyungch.com","평일 : 10:00~17:00 주말 : 토 10:00~17:00 일요일 12:00~14:00","월요일 공휴일","작은도서관","37.55450757","126.9010278","","","","","","",""
"470","꿈을이루는작은도서관","0011","마포구","서울특별시 마포구 마포대로 7길 18 아현동 주민센터 2층 ","02-706-4785","706-4785","http://www.mplib.mapo.go.kr","평일 : 09:00~19:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.54710578","126.9521564","","","20080514","","","",""
"2085","꿈의숲작은도서관","0011","마포구","서울특별시 마포구 상암산로1길 69 4층 (상암동) 69","02-375-2345","","없음","평일 : 9:00~19:00 주말 : 10:00~14:00","일요일공휴일","작은도서관","37.5801449","126.8834606","","","","","","",""
"1828","남북하나재단북한전문자료실","0011","마포구","서울특별시 마포구 새창로 7 SNU빌딩 45층","02-3215-5785","","www.nkrf.re.kr","평일 : 10:30~17:30 주말 : 휴관일","매주 토요일일요일 법정공휴일 창립기념일","","37.54247829","126.9509232","","","","","","",""
"471","늘푸른소나무작은도서관","0011","마포구","서울특별시 마포구 백범로 227 2층 마포문화원 3층","02-718-4785","718-4785","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.54223808","126.955496","","","20080513","","","",""
"1483","담쟁이작은도서관","0011","마포구","서울특별시 마포구 포은로6길 25 석천감리교회","02-336-9360","02-336-9360","없음","평일 : 13:00~19:00 주말 : 13:00~16:00","월요일일요일","작은도서관","37.48168732","126.9787103","","","20141229","","","",""
"2086","도란도란Books","0011","마포구","서울특별시 마포구 새창로4길 25 B1층","02-716-0690","","없음","평일 : 11:00~16:00 주말 : 11:00~14:00","월요일일요일공휴일","작은도서관","37.54101496","126.9512162","","","","","","",""
"2677","도화동문고","0011","마포구","서울시 마포구 도화길37 도화동주민센터 2층","02-3153-6574","","http://lib.mapo.go.kr/","평일 : 10:00~18:00 주말 : 휴관일","매주 토 일요일 및 법정공휴일","작은도서관","37.5415310624674","126.949875334039","","","","","","",""
"2087","래미안밤섬리베뉴I아파트채움작은도서관","0011","마포구","서울특별시 마포구 독막로20나길 22(상수동) ","02-334-5601","","없음","평일 : 9:00~18:30 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.54725963","126.9255083","","","","","","",""
"90","마포구립서강도서관","0011","마포구","서울특별시 마포구 독막로 165","02-3141-7053","","https://mplib.mapo.go.kr/sglib/index.do","평일 : 09:00~22:00 주말 : 09:00~20:00","매주 화요일 및 법정공휴일","공공도서관","37.54773525","126.9320621","","","","","","",""
"1382","마포구립하늘도서관","0011","마포구","서울특별시 마포구 월드컵로 212 마포구청 12층","02-3153-6260","","http://www.mplib.mapo.go.kr","평일 : 09:00~22:00 주말 : 09:00~18:00","매주금요일및법정공휴일","공공도서관","37.56631258","126.9016155","","","20131112","서울시민 및 서울소재 직장 재직자 및 학교 재학생","5권 이내 기본 14일 연기 7일","",""
"1884","마포어린이영어도서관","0011","마포구","서울특별시 마포구 도화4길 53 (도화동) 2층","02-716-3987~8","","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00 주말 : 토요일:10:00~18:00","매주 일요일 및 법정공휴일","작은도서관","37.53952992","126.9519197","","","","","","",""
"1927","마포중앙도서관","0011","마포구","서울특별시 마포구 성산로 128(성산동)","02-3153-5800","","http://www.mplib.mapo.go.kr","평일 : 09:00~22:00 주말 : 09:00~22:00","매주월요일및법정공휴일","공공도서관","37.56379606","126.9082023","","","20171115","","","",""
"1882","마포푸르메어린이도서관","0011","마포구","서울특별시 마포구 월드컵북로 494 푸르메재단 넥슨어린이재활병원 1층","02-6070-9286","","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 토요일:10:00~16:00","매주 일요일 및 법정공휴일","공공도서관","37.58464747","126.8805204","","","","","","",""
"2679","망원1동문고","0011","마포구","서울시 마포구 포은로 6길 10 망원1동주민센터 2층","02-3153-6813","","http://lib.mapo.go.kr/","평일: 9:00~17:00 주말: 휴관일","매주 토 일요일 및 법정공휴일","작은도서관","37.5555883684512","126.905591296196","","","","","","",""
"1477","복사골작은도서관","0011","마포구","서울특별시 마포구 도화4길 53 3~4층","02-716-5800","","http://www.mplib.mapo.go.kr","평일 : 10:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.53952992","126.9519197","","","20130215","","","",""
"486","상암동문고","0011","마포구","서울특별시 마포구 매봉산로2길 16 상암동주민센터 ","02-3153-6966","","http://lib.mapo.go.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.57833716","126.8946747","","","20010101","","","",""
"1479","상암월드컵파크11단지도서관","0011","마포구","서울특별시 마포구 월드컵북로 502-37","02-302-5930","","없음","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.58699214","126.8818297","","","20120403","","","",""
"1311","상암월드컵파크7단지도서관","0011","마포구","서울특별시 마포구 상암산로1길 92","02-374-7795","6371-8700","http://cafe.daum.net/7worldcuppark","평일 : 14:00~18:00 주말 : 13:00~17:00","일요일 공휴일","작은도서관","37.58275843","126.8820997","","","20120209","","","",""
"2488","서강어린이영어도서관","0011","마포구","서울특별시 마포구 배범로 35 서강대학교 곤자가국제학사 지하1층","02-6925-0500","","https://cafe.naver.com/sogangcel","평일 : 10:00~18:00 주말 : 10:00~18:00","일요일공휴일","작은도서관","37.5509484","126.9388083","","","","","","",""
"2678","서교동문고","0011","마포구","서울시 마포구 동교로15길 7 서교동주민센터 2층","02-3153-6753","","http://lib.mapo.go.kr/","평일: 09:00~17:00 주말: 휴관일","매주 토 일요일 및 법정공휴일","작은도서관","37.5551104839438","126.914589703589","","","","","","",""
"13","서울특별시교육청마포평생학습관","0011","마포구","서울특별시 마포구 홍익로2길 16","02-2137-0000","3142-5637","http://mpllc.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","24주 월요일 및 법정공휴일","공공도서관","37.5543221","126.9242045","mp@sen.go.kr","<p> 	평생학습교실 강좌와 체육시설(수영장 헬스장)을 운영하고 있으며 도서관 기능도 수행하고 있습니다. 서울지역평생교육정보센터로서 대학부설 평생교육원 문화센터 공공도서관 등 서울시내 평생교육기관의 상호 네트워크 구축 평생교육종사자 연수 등의 기능을 수행하고 있으며 전문능력을 가진 퇴직자 분들을 중심으로 한 금빛평생교육봉사단을 모집하여 지역사회의 평생교육 및 복지서비스 분야에 지원함으로써 지역사회평생교육 발전에 최선을 다하고 있습니다.</p> ","19800711","* 누구나 홈페이지 회원가입 후 열람실 디지털실 좌석 이용가능  * 자료대출 회원가입 (홈페이지 가입후 구비서류 지참 방문)   - 서울시에 주민등록이 되어 있는 사람   - 서울에 있는 학교나 직장에 다니는 사람   - 서울특별시에 거주하는 재외동포 국내거소 신고자 및 외국인 등록자   - 그 밖에 관장이 필요하다고 인정하는 사람  * 자료대출 구비서류(현재주소 기재)    - 서울특별시 거주를 확인할 수 있는 신분증 또는 증빙서(주민등록등본)   - 서울특별시 외의 거주자 : 서울특별시 소재 재직증명서 또는 재학증명서    - 재외동포 또는 외국인 : 거소신고증 또는 외국인등록증","1인 5권 2주일","* 지하철 2호선 홍대입구역 9번출구 * 버스 파랑(간선)버스 : 5712 5714 7711 8712 7016 7612 7011 6716 7737  초록(지선)버스 : 602 603 604 271 273 760","- 지하1층 : 헬스장 수영장 매점 및 식당 소강당    - 1층 : 안내실 시각장애인실 강의실 북카페 전시공간    - 2층 : 어린이실 자율학습실 관장실 행정지원과    - 3층 : 문헌정보실 자율학습실 정보자료과 평생학습과    - 4층 : 디지털연속간행물실 자율학습실 강의실    - 5층 : 대강당 강의실 "
"14","서울특별시교육청마포평생학습관아현분관","0011","마포구","서울특별시 마포구 마포대로 224","02-362-8785","393-1586","http://ahyon.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","24주 월요일 및 법정공휴일","공공도서관","37.55416693","126.9573466","","<p class='바탕글'> 	&nbsp;</p> <p class='바탕글'> 	&nbsp;</p> <p class='바탕글'> 	<span style='font-family: 바탕;'>저희 마포평생학습관 아현분관은</span></p> <p class='바탕글'> 	<span style='font-family: 바탕;'>첫째 21세기 문화 창조와 열린 학습을 위하여 지식 정보를 제공하고 평생학습프로그램을 운영하겠습니다.</span></p> <p class='바탕글'> 	<span style='font-family: 바탕;'>이를 통해 모두가 행복한 내일을 기대하고 희망을 충전할 수 있는 평생학습 사회를 실현하고자 합니다.</span></p> <p class='바탕글'> 	<span style='font-family: 바탕;'>둘째 배움과 지식 그리고 정보가 어우러진 우리 아현 분관은 이용자 중심의 다가서는 서비스를 제공하겠습니다.</span></p> <p class='바탕글'> 	<span style='font-family: 바탕;'>이러한 서비스를 통해 지역사회의 정보제공 및 자기 계발을 위한 열린 문화 교육 공간으로서 최선을 다하겠습니다.</span></p> <p class='바탕글'> 	<span style='font-family: 바탕;'>많은 관심과 이용 부탁드리겠습니다.</span></p> <p> 	- 연 혁 -</p> <p> 	<span>2012.07.02 </span>리모델링 공사 후 재개관</p> <p> 	<span>1995.06.22</span> 마포도서관 확장 이전 신축 개관(서교동 341-1번지) 구 마포도서관은 마포도서관 아현분관으로 개칭</p> <p> 	<span>1994.10.25</span> 마포도서관 위치 변경과 마포도서관 아현분관 설치조례 공포</p> <p> 	<span>1991.01.02</span> 마포도서관 이전 추진</p> <p> 	<span>1981.11.02 </span>서부교육청 이전으로 확장 개관</p> <p> 	<span>1980.07.12</span> 국립중앙도서관 마포도서관 아현분관 인수</p> <p> 	<span>1980.07.11</span> 서울시 조례 제1444호 마포도서관 설치 공고</p> ","19800711","＊ 서울시교육청 산하 서울시립공공도서관 및 평생학습관(22개관)의 통합회원으로 가입됨 ＊ 서울시립공공도서관에서 소장하고 있는 자료를 총 30권까지(아현분관의 자료는 5권) 무료로 대출가능 ＊ 가입대상 : 서울시 주민등록 등재자 서울소재 학생 및 직장인 재외국인  ＊ 가입 시 구비서류    - 일반인 : 거주확인 가능한 신분증(주민등록증 운전면허증)   - 유아?초?중?고생 : 주민등록등본    - 서울소재 학생 및 직장인 : 재학증명서 재직증명서    - 재외국인 : 국내거소신고증 또는 외국인등록증  ＊ 가입방법 : 도서관 홈페이지에서 회원가입 후 도서관 방문 시 신분증 제시(재학 및 재직증명서 제출) ＊ 회원가입 즉시 자료 대출 가능  ","＊ 대출 권수 : 1인 5권  ＊ 정기간행물 대출 : 과월호에 한하여 1권 대출가능. 정기간행물 대출권수는 1인 대출권수인 5권에 포함됨 ","＊ 지하철이용   - 5호선 애오개역 3번 출구 도보로 1분    - 2호선 아현역 3번출구 아현초등학교 방향 도보로 5분  ＊ 버스이용   - 파랑(간선)버스 : 160 260 600    - 초록(지선)버스 : 7013A 7013B 7611    - 빨강(광역)버스 : 2300 2400 2500 2100    - 일반 버스 : 1002 631  ＊ 정 류 장 : 마포경찰서(애오개역 1번출구)             아현초등학교(애오개역 3번출구)  ＊ 주차안내   - 별도의 주차시설이 없으므로 반드시 대중교통을 이용하여 주시기 바랍니다.                                                                                                                  ","＊ 3층 제1학습실 제2학습실 휴게실  ＊ 2층 문헌정보실 (디지털자료실 포함) 시청각실  ＊ 1층 분관장실 사무실 어린이실 평생학습교실 안내실                                                                                                          "
"472","성메작은도서관","0011","마포구","서울특별시 마포구 월드컵북로30길 22 성산2동주민센터 2층 ","02-373-4785","070-4725-5080","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.5551119","126.9145906","","","20080515","","","",""
"2159","성미산학교작은도서관꿈꾸는다락방","0011","마포구","서울특별시 마포구 성미산로3나길 6(성산동) 1층 3층 ","02-3141-0507","","없음","평일 : 9:00~17:00  주말 : 휴관일","토요일일요일공휴일","작은도서관","37.56861543","126.9089703","","","","","","",""
"475","성산글마루작은도서관","0011","마포구","서울특별시 마포구 월드컵북로 235 대우복지관 3층","02-373-2900","","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.56017425","126.9091863","","","20111213","","","",""
"479","신수동문고","0011","마포구","서울특별시 마포구 독막로 192 신수동주민센터 ","02-3153-6680","","http://lib.mapo.go.kr/","평일 : 09:00~17:00 주말 : 휴관일","토일요일 공휴일","작은도서관","37.56828229","126.9027732","","","20100101","","","",""
"1627","쎌북작은도서관","0011","마포구","서울특별시 마포구 신촌로 12길 11 신촌성결교회 ","02-334-6080","","없음","평일 : 12:30~17:30 주말 : 11:00~15:30","월요일 공휴일","작은도서관","37.54715946","126.9351046","","","","","","",""
"473","아름드리작은도서관","0011","마포구","서울특별시 성북구 길음로 13길 39 길음뉴타운아파트 본관 2층","02-913-9023","322-8639","없음","평일 : 13:00~21:00 주말 : 휴관일","토일요일","작은도서관","37.55000134","127.098123","","","20091218","","","",""
"492","아이도북센터","0011","마포구","서울특별시 마포구 만리재로 29 사랑의전화종합사회복지관 아이도북센터 아","02-6371-1036","6371-6677","없음","평일 : 09:00~19:00 주말 : 09:00~16:00","일요일공휴일","작은도서관","37.55000134","127.098123","","","20070612","","","",""
"2681","에듀카페맘작은도서관","0011","마포구","서울시 마포구 성미산로17길 92-1(연남동) 지층","02-792-7933","","http://blog.daum.net/edu-cafe/","화 목요일 10:00~18:00","월 수 금 주말 및 공휴일","작은도서관","37.5656824722356","126.917452630451","","","","","","",""
"484","연남동문고","0011","마포구","서울특별시 마포구 성미산로29길 17-9 연남동주민센터 ","02-3153-6875","","http://lib.mapo.go.kr/","평일 : 09:00~17:00 주말 : 휴관일","토일요일 공휴일","작은도서관","37.54476769","126.9545543","","","20100101","","","",""
"478","염리동문고","0011","마포구","서울특별시 마포구 숭문길 14 염리동주민센터 ","02-3153-6663","","http://lib.mapo.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.54706971","126.9456453","","","20000101","","","",""
"1312","와글와글작은도서관","0011","마포구","서울특별시 성북구 길음로 141(길음동 신안아파트) 3층","","373-2255","없음","평일 : 13:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.56886407","126.9071105","","","20120107","","","",""
"477","용강동작은도서관","0011","마포구","서울특별시 마포구 토정로31길 31 용강동 복합청사 2층 ","02-716-4785","3273-4785","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.54232557","126.942835","","","20150413","","","",""
"2089","자이열린작은도서관","0011","마포구","서울특별시 마포구 서강대길 40 103-402 마포자이2차아파트","02-703-9992","","http://cafe.naver.com/xilittlefreelibrary","평일 : 13:00~17:30 주말 : 10:00~17:30","일요일공휴일","작은도서관","37.54879782","126.9412939","","","","","","",""
"1481","초록리본도서관","0011","마포구","서울특별시 마포구 동교로19길 4 2층 ","070-4676-5600","","www.lovinghands.or.kr","평일 : 14:00~19:00 주말 : 10:00~19:00","월요일일요일공휴일","작은도서관","37.55559634","126.9179925","","","20131016","","","",""
"2084","초록숲작은도서관","0011","마포구","서울특별시 마포구 마포대로11길 44-81 아현문화건강센터 B1층","02-313-4785","","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.55212681","126.9512975","","","","","","",""
"2090","푸른나무작은도서관","0011","마포구","서울특별시 마포구 만리재로 48 지층","02-704-9090","","없음","평일 : 11:00~17:00 주말 : 11:00~15:00","일요일공휴일","작은도서관","37.54532805","126.9561138","","","","","","",""
"487","풀뿌리문고","0011","마포구","서울특별시 마포구 월드컵북로 190 풀뿌리문고 3층 ","02-302-4906","307-4907","없음","평일 : 14:00~19:00 주말 : 9:00~15:00","월화목토요일","작은도서관","37.56836101","126.9078965","","","19980401","","","",""
"1482","하늘꿈작은도서관","0011","마포구","서울특별시 마포구 숭문길 36 풍성한빌딩 풍성한교회","02-702-2787","","","평일 : 14:00~18:00 주말 : 10:00~17:00","월요일화요일","작은도서관","37.54902225","126.8344231","","","20140324","","","",""
"1727","한국경영자총협회자료실","0011","마포구","서울특별시 마포구 백범로 88 경총회관 지하2층","02-3270-7317","","http://library.kefplaza.com/","평일 : 09:00~12:00 13:00~18:00 주말 :","토요일 일요일 공휴일","","37.54794634","126.9411085","","","","","X(열람 및 유료 복사 가능)","",""
"1788","한국연구원도서관","0011","마포구","서울특별시 마포구 토정로31길 12 3층","02-737-1731","","http://www.riks.or.kr","평일 : 09:30~17:00 주말 : 휴관일","토요일 일요일 법정공휴일","","37.54145858","126.9424756","","","","","X(홈페이지 회원 가입하고 방문 예약 후 열람 가능)","",""
"1726","한국영상자료원영상도서관","0011","마포구","서울특별시 마포구 월드컵북로 400 한국영상자료원","02-3153-2051","","http://library.koreafilm.or.kr","평일 : 10:00~19:00 주말 : 10:00~18:00","월요일 추석 설 1월1일","","37.58045097","126.8898931","","","","","X","",""
"491","한사랑문고","0011","마포구","서울특별시 마포구 월드컵북로 173-1 한사랑교회 ","02-304-5184","309-5184","없음","평일 : 10:00~17:00 주말 : 토10:00~17:00 일9:00~15:00","월요일공휴일","작은도서관","37.56738358","126.9091364","","","20070529","","","",""
"1883","합정동문고","0011","마포구","서울특별시 마포구 월드컵로5길 11 합정동주민센터 ","02-322-3460","","","평일 : 09:00~17:00 주말 : 휴관일","토 일요일 공휴일","작은도서관","37.55161512","126.9117247","","","","","","",""
"493","해오름문고","0011","마포구","서울특별시 마포구 월드컵로42길 12","02-308-0287","309-0289","http://cafe.naver.com/sangam0287/","평일 : 14:00~18:00 주말 : 13:00~16:00","일요일공휴일","작은도서관","37.57820529","126.8833386","","","20090305","","","",""
"474","해오름작은도서관","0011","마포구","서울특별시 마포구 신촌로26길 10 우리마포복지관 2층","02-714-8080","","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00(하절기)/09:00~18:00(동절기) 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.56665973","127.1384372","","","20111215","","","",""
"2049","DMC래미안e편한세상아파트1블럭작은도서관","0014","서대문구","서울특별시 서대문구 수색로 100 1블럭 커뮤니티센터 ","02-302-3105","","","평일 : 10:00~21:00 주말 : (토):10:00~18:00","일요일","작은도서관","37.57414641","126.9076539","","","","","","",""
"1629","남가좌1동파랑새작은도서관","0014","서대문구","서울특별시 서대문구 모래내로 15길 37 2층 ","02-330-8992","","http://lib.sdm.or.kr/introduce/introduce02_01.asp","평일 : 09:00~18:00 주말 : 09:00~12:00","매주 일요일","작은도서관","37.57327826","126.9197815","","","","","","",""
"510","남가좌삼성래미안아파트푸른북카페","0014","서대문구","서울특별시 서대문구 증가로 191 (삼성아파트) 푸른북카페","02-376-2743","376-2745","","평일 : 11:00~17:00 주말 : 휴관일","토일요일","작은도서관","37.57806418","126.9160828","","","20100510","","","",""
"108","남가좌새롬어린이도서관","0014","서대문구","서울특별시 서대문구 증가로10길 16-15","02-360-8670","","http://lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.5783399","126.9240451","","감사합니다. <p> 남가좌새롬어린이도서관 입니다.","20100507"," 서울시민 ","5권 이내 14일 ","","1층 정보데스크 모자열람실 수유실 2층 어린이열람실 문화사랑방 3층 책쉼터(휴게실) 사무실 4층 보존서고"
"2707","돈의문센트레빌작은도서관","0014","서대문구","서울특별시 서대문구 독립문로14길33 206동 커뮤니티동","02-364-8522","","","","","작은도서관","37.5659199197267","126.959289467461","","","","","","",""
"1728","동북아역사재단동북아역사자료실","0014","서대문구","서울특별시 서대문구 통일로 81","02-2012-6034","","hflib.kr","평일 : 09:00~18:00 주말 : 휴관일","토요일 및 일요일 공휴일 재단이 정하는 휴관일","","37.56221656","126.9691142","","","","","X(열람 및 복사 가능. 복사는 저작권법에 따라 부분복사만 허용)","",""
"515","명지어린이영어도서관","0014","서대문구","서울특별시 서대문구 가좌로 117 명지대학교교회 ","02-303-2505","303-4596","www.mjuc.org","평일 : 14:00~18:00 주말 : 휴관일","월요일 토요일 일요일","작은도서관","37.58217489","126.9251453","","","20100407","","","",""
"1630","봉원교회샘뜰작은도서관","0014","서대문구","서울특별시 서대문구 봉원사 2길 13 1층 봉원교회","02-392-6552","","","평일 : 12:00~18:00 주말 : 휴관일","토 일요일","작은도서관","37.56790334","126.946641","","","","","","",""
